,Unnamed: 0,object id,district,street,year,month,hour of day,weekday,category,accident type,accident type 2,light situation,bike involved,car involved,pedestrian involved,motor bike involved,big track involved,other vehicle involved,road condition,district name,category name,accident detail,accident type detail,light condition,road condition detail,accident count by district,est. population
115,115,49500,2,Boxhagener Platz,2019,1,16,5,3,5,2,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1381,290386.0
116,116,49502,2,Samariterviertel,2019,2,15,5,3,6,7,0,1,0,1,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Daylight,Dry,1381,290386.0
117,117,49506,4,Königin-Elisabeth-Straße,2019,2,9,2,3,5,7,0,1,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry,1727,343592.0
118,118,49510,6,Zehlendorf Mitte,2019,1,19,3,3,0,6,2,0,0,0,1,0,1,1.0,Steglitz-Zehlendorf,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,851,310071.0
119,119,49515,4,Jungfernheide,2019,2,14,7,3,2,6,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
120,120,49522,3,Winsstraße,2019,1,8,3,3,3,6,0,0,1,0,0,1,0,0.0,Pankow,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,1219,409335.0
121,121,49528,7,Grazer Platz,2019,2,15,2,3,2,6,0,0,1,0,0,0,1,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1241,350984.0
122,122,49537,7,Kettinger Straße/Schillerstraße,2019,2,7,6,3,3,6,1,0,1,0,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Twilight,Wet/moist/slippery,1241,350984.0
123,123,49540,1,Alexanderplatzviertel,2019,3,7,5,3,0,5,0,1,1,0,0,0,0,1.0,Mitte,Accident with minor injuries,Others,Accident involving parked vehicles,Daylight,Wet/moist/slippery,2215,385748.0
124,124,49547,3,Pankow Süd,2019,1,14,4,3,1,5,0,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,1219,409335.0
125,125,49554,3,Arnimplatz,2019,2,15,7,3,5,2,0,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1219,409335.0
126,126,49558,3,Greifswalder Straße,2019,1,15,2,2,6,4,0,0,1,1,0,0,0,0.0,Pankow,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Dry,1219,409335.0
127,127,49563,1,Leopoldplatz,2019,2,15,6,3,1,5,0,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,2215,385748.0
128,128,49573,3,Niederschönhausen,2019,2,17,4,3,5,7,2,1,0,0,0,0,1,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Dark,Dry,1219,409335.0
129,129,49575,4,Park Ruhwald,2019,3,9,3,2,2,6,0,0,1,0,0,1,0,0.0,Charlottenburg-Wilmersdorf,Accident with serious injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
130,130,49582,3,Niederschönhausen,2019,1,17,3,3,5,3,1,1,1,0,0,0,0,1.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Wet/moist/slippery,1219,409335.0
131,131,49587,3,Falkplatz,2019,2,15,4,3,4,6,0,1,0,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with oncoming vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1219,409335.0
132,132,49589,4,Kranzallee,2019,3,10,4,3,0,6,0,1,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,1727,343592.0
133,133,49596,7,Marienfelder Allee Nordwest,2019,1,12,4,2,5,3,0,0,1,0,0,0,1,0.0,Tempelhof-Schöneberg,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1241,350984.0
134,134,49603,8,Buschkrugallee Nord,2019,2,18,6,3,3,6,1,0,1,0,0,1,0,0.0,Neukölln,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Twilight,Dry,934,329917.0
135,135,49607,6,Feuerbachstraße,2019,1,2,1,3,9,1,2,0,1,0,0,0,0,2.0,Steglitz-Zehlendorf,Accident with minor injuries,Departure from the roadway to the left,Driving accident,Dark,Snowy,851,310071.0
136,136,49610,3,Helmholtzplatz,2019,1,21,5,2,0,5,2,0,1,0,1,0,0,1.0,Pankow,Accident with serious injuries,Others,Accident involving parked vehicles,Dark,Wet/moist/slippery,1219,409335.0
137,137,49613,3,Niederschönhausen,2019,2,11,6,3,5,3,0,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1219,409335.0
138,138,49623,2,Viktoriapark,2019,2,19,1,3,2,6,2,0,1,0,0,0,0,1.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1381,290386.0
139,139,49625,3,Anton-Saefkow-Park,2019,3,17,1,3,2,6,0,0,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1219,409335.0
140,140,49632,4,Ernst-Reuter-Platz,2019,1,16,2,3,2,6,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
141,141,49638,6,Zehlendorf Mitte,2019,2,16,4,3,2,6,0,0,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,851,310071.0
142,142,49644,7,Fritz-Werner-Straße,2019,1,19,5,3,2,6,2,0,1,0,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,1241,350984.0
143,143,49650,5,Börnicker Straße,2019,2,18,5,3,2,6,2,0,1,0,0,0,0,1.0,Spandau,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Wet/moist/slippery,798,245197.0
144,144,49654,12,Wittenau Nord,2019,1,21,7,3,3,6,2,0,1,0,1,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Dry,867,266408.0
145,145,49657,7,Volkspark (Rudolf-Wilde-Park),2019,1,18,5,2,6,4,2,0,1,1,0,0,0,1.0,Tempelhof-Schöneberg,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Wet/moist/slippery,1241,350984.0
146,146,49660,9,Schnellerstraße,2019,2,18,5,3,5,2,2,1,1,0,0,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Dark,Dry,892,273689.0
147,147,49669,3,Greifswalder Straße,2019,2,5,6,3,6,2,2,0,1,1,0,0,0,0.0,Pankow,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Dry,1219,409335.0
148,148,49671,1,Nördlicher Landwehrkanal,2019,3,22,7,3,2,2,2,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Dark,Dry,2215,385748.0
149,149,49675,1,Schillerpark,2019,2,6,4,2,5,3,1,0,1,0,0,0,1,0.0,Mitte,Accident with serious injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Twilight,Dry,2215,385748.0
150,150,49679,1,Alexanderplatzviertel,2019,1,2,1,2,6,4,2,0,1,1,0,0,0,1.0,Mitte,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Wet/moist/slippery,2215,385748.0
151,151,49685,1,Wilhelmstraße,2019,2,11,2,3,3,6,0,1,0,0,0,1,0,0.0,Mitte,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,2215,385748.0
152,152,49694,4,Brabanter Platz,2019,2,23,2,3,3,6,2,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Dry,1727,343592.0
153,153,49697,10,Mahlsdorf Süd,2019,3,11,6,3,5,3,0,1,1,0,0,0,0,1.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,586,269967.0
154,154,49704,1,Nördlicher Landwehrkanal,2019,1,14,4,3,2,6,0,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,2215,385748.0
155,155,49707,7,Manteuffelstraße,2019,2,18,4,3,6,7,1,1,0,1,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Others,Twilight,Dry,1241,350984.0
156,156,49710,4,Bismarckallee,2019,3,10,7,3,2,6,0,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,1727,343592.0
157,157,49718,2,Samariterviertel,2019,1,7,5,3,1,5,0,0,1,1,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,1381,290386.0
158,158,49720,6,Schloßstraße,2019,2,14,5,3,2,6,0,0,1,0,0,0,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,851,310071.0
159,159,49724,4,Kranzallee,2019,2,14,3,3,5,3,0,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1727,343592.0
160,160,49728,4,Jungfernheide,2019,1,13,3,3,2,6,0,0,1,0,0,1,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
161,161,49733,7,Kaiser-Wilhelm-Platz,2019,2,18,1,3,2,6,2,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,1241,350984.0
162,162,49742,12,Hermsdorf,2019,2,11,5,3,2,2,0,0,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Daylight,Dry,867,266408.0
163,163,49744,9,Johannisthal West,2019,3,6,5,3,2,6,0,0,0,0,0,1,0,1.0,Treptow-Köpenick,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,892,273689.0
164,164,49751,7,Marienfelder Allee Nordwest,2019,1,13,4,3,2,6,0,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,1241,350984.0
165,165,49758,7,Grazer Platz,2019,2,14,7,3,0,1,0,0,0,0,1,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Others,Driving accident,Daylight,Dry,1241,350984.0
166,166,49762,1,Humboldthain Nordwest,2019,1,16,1,3,2,6,2,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Dark,Dry,2215,385748.0
167,167,49767,2,Samariterviertel,2019,2,15,6,2,0,1,0,1,0,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with serious injuries,Others,Driving accident,Daylight,Dry,1381,290386.0
168,168,49772,3,Anton-Saefkow-Park,2019,2,8,1,3,0,7,0,0,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Others,Others,Daylight,Dry,1219,409335.0
169,169,49776,10,Mahlsdorf Süd,2019,1,14,2,3,2,6,0,0,1,0,0,0,0,1.0,Marzahn-Hellersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,586,269967.0
170,170,49782,3,Arnimplatz,2019,2,10,7,2,9,1,0,0,1,0,0,0,0,0.0,Pankow,Accident with serious injuries,Departure from the roadway to the left,Driving accident,Daylight,Dry,1219,409335.0
171,171,49792,6,Zehlendorf Mitte,2019,2,8,4,3,2,6,0,0,1,0,0,1,0,0.0,Steglitz-Zehlendorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,851,310071.0
172,172,49794,2,Samariterviertel,2019,3,13,4,3,5,2,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,1381,290386.0
173,173,49801,7,Rathaus Tempelhof,2019,1,16,4,3,2,6,1,0,1,0,0,0,0,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Twilight,Dry,1241,350984.0
174,174,49807,1,Großer Tiergarten,2019,2,16,6,3,3,6,0,0,1,0,1,0,0,0.0,Mitte,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,2215,385748.0
175,175,49811,10,Springpfuhl,2019,1,10,7,1,6,4,0,0,1,1,0,0,0,1.0,Marzahn-Hellersdorf,Accident with fatalities,Collision between vehicle and pedestrian,Pedestrian crossing accident,Daylight,Wet/moist/slippery,586,269967.0
176,176,49814,4,Bismarckallee,2019,1,22,5,3,9,1,2,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Departure from the roadway to the left,Driving accident,Dark,Wet/moist/slippery,1727,343592.0
177,177,49817,12,Wittenau Süd,2019,2,14,6,3,5,3,0,1,1,0,0,0,0,0.0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,867,266408.0
178,178,49826,2,Samariterviertel,2019,2,19,6,3,5,7,2,0,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Dark,Dry,1381,290386.0
179,179,49828,1,Alexanderplatzviertel,2019,3,12,7,3,0,6,0,0,1,0,0,0,1,0.0,Mitte,Accident with minor injuries,Others,Collision involving vehicles going in the same way,Daylight,Dry,2215,385748.0
180,180,49840,7,Fritz-Werner-Straße,2019,2,13,2,3,5,7,0,0,0,0,0,0,1,0.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Others,Daylight,Dry,1241,350984.0
181,181,49842,1,Reinickendorfer Straße,2019,3,13,2,3,2,6,0,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Dry,2215,385748.0
182,182,49849,7,Fritz-Werner-Straße,2019,1,11,3,3,5,3,0,0,0,0,1,0,1,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Wet/moist/slippery,1241,350984.0
183,183,49855,12,Teichstraße,2019,2,8,4,3,5,2,0,1,0,0,0,0,1,0.0,Reinickendorf,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning accident,Daylight,Dry,867,266408.0
184,184,49859,4,Reichsstraße,2019,1,21,7,3,3,6,2,0,1,0,0,0,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Dark,Dry,1727,343592.0
185,185,49862,1,Nördlicher Landwehrkanal,2019,1,15,5,3,3,6,0,0,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,2215,385748.0
186,186,49865,3,Falkplatz,2019,2,17,5,3,2,2,1,1,1,0,0,0,0,0.0,Pankow,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Turning accident,Twilight,Dry,1219,409335.0
187,187,49874,2,Samariterviertel,2019,2,14,6,3,5,3,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,1381,290386.0
188,188,49876,1,Leopoldplatz,2019,3,13,6,3,1,5,0,1,1,0,0,0,0,0.0,Mitte,Accident with minor injuries,Collision with a moving/standing/parked vehicle,Accident involving parked vehicles,Daylight,Dry,2215,385748.0
189,189,49880,1,Leipziger Straße,2019,2,19,4,2,6,4,2,0,1,1,0,0,0,0.0,Mitte,Accident with serious injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Dry,2215,385748.0
190,190,49884,4,Messegelände,2019,1,13,5,3,3,6,0,0,1,0,0,1,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,1727,343592.0
191,191,49890,4,Park Ruhwald,2019,2,6,2,3,2,6,1,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Twilight,Wet/moist/slippery,1727,343592.0
192,192,49894,4,Bismarckallee,2019,2,6,5,3,3,6,1,0,1,0,0,1,0,0.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Twilight,Dry,1727,343592.0
193,193,49898,7,Rathausstraße,2019,1,20,2,3,6,2,2,0,1,1,0,0,0,1.0,Tempelhof-Schöneberg,Accident with minor injuries,Collision between vehicle and pedestrian,Turning accident,Dark,Wet/moist/slippery,1241,350984.0
194,194,49904,2,Wriezener Bahnhof/Entwicklungsgebiet,2019,2,23,4,3,6,4,2,0,0,1,0,0,1,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision between vehicle and pedestrian,Pedestrian crossing accident,Dark,Dry,1381,290386.0
195,195,49909,4,Plötzensee,2019,1,15,4,3,2,6,0,0,1,0,0,0,0,1.0,Charlottenburg-Wilmersdorf,Accident with minor injuries,Collision with the vehicle in front/waiting vehicle,Collision involving vehicles going in the same way,Daylight,Wet/moist/slippery,1727,343592.0
196,196,49912,9,Köpenicker Landstraße,2019,1,15,5,3,5,3,0,1,1,0,0,0,0,0.0,Treptow-Köpenick,Accident with minor injuries,Collision with a turning/crossing vehicle,Turning/Crossing accident,Daylight,Dry,892,273689.0
197,197,49915,2,Askanischer Platz,2019,2,15,3,3,3,6,0,1,1,0,0,0,0,0.0,Friedrichshain-Kreuzberg,Accident with minor injuries,Collision with a vehicle traveling laterally in the same direction,Collision involving vehicles going in the same way,Daylight,Dry,1381,290386.0
198,198,49918,12,Waldidyll/Flughafensee,2019,3,20,7,2,8,1,2,0,1,0,0,0,0,1.0,Reinickendorf,Accident with serious injuries,Departure from the roadway to the right,Driving accident,Dark,Wet/moist/slippery,867,266408.0
